BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,98112.0,1338800660,3,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,None,0.0,None,0.0,100.0,54.0,6219842.0,0.0,1887893.0,4331949.0,False,Compliant,243.23
NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,98144.0,1498303116,3,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,None,0.0,63.0,241.5,4897760.0,0.0,4897760.0,0.0,False,Compliant,34.14
SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,98144.0,1524049002,2,SOUTHEAST,47.57324,-122.29058,1991,1.0,2,58933,0,58933,K-12 School,K-12 School,60725.0,None,0.0,None,0.0,85.0,0.0,2347138.0,0.0,2347138.0,0.0,False,Missing Data,16.36
SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,98108.0,1624049214,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1,130862,0,130862,K-12 School,K-12 School,134446.0,None,0.0,None,0.0,61.0,85.59999847,6456027.0,0.0,2262820.0,4193207.0,True,Error - Correct Default Data,238.48
SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,98118.0,1704900242,2,SOUTHEAST,47.55478,-122.27596,1989,1.0,3,59955,0,59955,K-12 School,K-12 School,59955.0,None,0.0,None,0.0,93.0,78.69999695,1633399.375,0.0,1436416.0,196983.0,True,Error - Correct Default Data,20.48
SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,98119.0,1794501220,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2,93218,0,93218,K-12 School,K-12 School,93218.0,None,0.0,None,0.0,86.0,65.90000153,2887392.0,0.0,1486758.0,1400634.0,True,Error - Correct Default Data,84.75
NonResidential,Other,Lakeview,1208 NE 64th st,98115.0,1797500625,4,NORTHEAST,47.67524,-122.31534,1941,1.0,4,56521,0,56521,Other,Other,49000.0,None,0.0,None,0.0,89.0,407.3999939,6357632.0,0.0,6357631.0,0.0,False,Compliant,44.32
NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,98115.0,1797500715,4,NORTHEAST,47.67559,-122.31769,1929,1.0,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,None,0.0,89.0,72.59999847,4253577.5,0.0,2001103.0,2252474.0,False,Compliant,133.58
NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,98133.0,1926049012,5,NORTHWEST,47.73141,-122.3458,2001,1.0,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,None,0.0,89.0,130.6999969,3611538.0,0.0,1398289.0,2213249.0,False,Compliant,127.29
SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,98133.0,1926049025,5,NORTHWEST,47.72463,-122.35315,1963,1.0,2,131013,0,131013,K-12 School,K-12 School,131909.0,None,0.0,None,0.0,88.0,59.09999847,3894585.0,0.0,1775488.0,2119097.0,True,Error - Correct Default Data,124.92
SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,98133.0,1926049321,5,NORTHWEST,47.7257,-122.33684,1959,1.0,1,245587,0,245587,K-12 School,K-12 School,245587.0,None,0.0,None,0.0,92.0,83.69999695,11765682.0,0.0,3926011.0,7839670.0,False,Compliant,443.73
NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,98133.0,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1.0,3,69138,0,69138,Hotel,Hotel,70609.0,None,0.0,None,0.0,78.0,101.5999985,3242458.0,0.0,1802889.0,1439568.0,False,Compliant,89.02
SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,98103.0,1931301145,6,LAKE UNION,47.65464,-122.34912,1991,1.0,3,66588,0,66588,K-12 School,K-12 School,66588.0,None,0.0,None,0.0,85.0,0.0,2104286.0,0.0,2104286.0,0.0,False,Missing Data,14.67
NonResidential,Hotel,Alexis Hotel,1007 First Ave.,98104.0,1974600035,7,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,None,0.0,98.0,84.0,6505995.0,0.0,4402910.0,2103084.0,False,Compliant,142.39
Nonresidential COS,Other,Benaroya Hall,200 University Street,98111.0,1974700025,7,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,None,0.0,None,0.0,89.0,192.5,14641502.0,4311136.0,9803021.0,527343.0,False,Compliant,429.12
NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,98107.0,2767703875,6,BALLARD,47.66737,-122.37956,1954,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,None,0.0,14.0,479.5,68090728.0,0.0,35237205.0,498263.0,False,Compliant,1990.5
SPS-District K-12,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,98107.0,2768000375,6,Ballard,47.6706,-122.36225,1991,1.0,2,55513,0,55513,K-12 School,K-12 School,59097.0,None,0.0,None,0.0,93.0,80.40000153,1513571.0,0.0,1513571.0,0.0,True,Error - Correct Default Data,10.55
Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,98104.0,5247801465,2,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,None,0.0,89.0,338.2999878,9363374.0,0.0,6947270.0,2416104.0,False,Compliant,176.75
NonResidential,Other,Wing Luke Museum,719 South King Street,98104.0,5247802715,2,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,72820,13820,59000,Museum,Museum,58000.0,None,0.0,None,0.0,89.0,83.69999695,2010454.625,0.0,1311669.0,698785.0,False,Compliant,46.26
NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,98109.0,5458300285,7,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1.0,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,None,0.0,76.0,150.5,7946961.0,0.0,4197462.0,3749499.0,False,Compliant,228.4
SPS-District K-12,K-12 School,Franklin High,3013 S. Mt. Baker Blvd.,98144.0,5700000455,2,SOUTHEAST,47.57589,-122.29365,1990,1.0,4,289588,0,289588,K-12 School,K-12 School,289588.0,None,0.0,None,0.0,90.0,78.5,8819852.0,0.0,6449764.0,2370086.0,True,Error - Correct Default Data,170.84
NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,98122.0,6003000470,3,EAST,47.61495,-122.32177,1915,1.0,3,63330,0,63330,College/University,College/University,64820.0,None,0.0,None,0.0,76.0,111.1999969,3059758.0,0.0,1911064.0,1148694.0,False,Compliant,74.33
Campus,University,SSCC MAIN CAMPUS,6000 16th Ave SW,98106.0,6171900005,1,DELRIDGE,47.547,-122.35307,1970,27.0,2,441071,0,441071,College/University,College/University,483000.0,None,0.0,None,0.0,76.0,192.8000031,38301744.0,0.0,25314575.0,12987166.0,False,Compliant,866.23
NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,98115.0,6418100005,4,NORTHEAST,47.67828,-122.26456,2002,1.0,2,96300,0,96300,"Data Center, Office",Office,92300.0,Data Center,4944.0,None,0.0,73.0,476.5,16319835.0,0.0,13973696.0,2346137.0,False,Compliant,222.02
Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,98134.0,6834700175,2,GREATER DUWAMISH,47.59545,-122.32146,1950,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,None,0.0,None,0.0,89.0,242.6999969,7475577.5,0.0,4182001.0,3293576.0,False,Compliant,204.08
SPS-District K-12,K-12 School,Garfield High,400 23rd Ave.,98122.0,6840701230,3,CENTRAL,47.60598,-122.30156,2008,1.0,3,254523,0,254523,K-12 School,K-12 School,254523.0,None,0.0,None,0.0,60.0,120.3000031,13567774.0,0.0,7835065.0,5732708.0,True,Error - Correct Default Data,359.09
SPS-District K-12,K-12 School,Emerson Elementary,9709 60th Ave. S.,98118.0,7129302300,2,SOUTHEAST,47.51482,-122.25864,2001,1.0,3,78804,0,78804,K-12 School,K-12 School,78804.0,None,0.0,None,0.0,92.0,76.90000153,2499140.0,0.0,1645214.0,853926.0,True,Error - Correct Default Data,56.82
SPS-District K-12,K-12 School,Madrona K-8,1121 33rd Ave.,98122.0,7152200350,3,CENTRAL,47.61224,-122.29087,2002,1.0,3,66994,0,66994,K-12 School,K-12 School,66994.0,None,0.0,None,0.0,79.0,94.09999847,2371304.5,0.0,1824845.0,546459.0,True,Error - Correct Default Data,41.74
SPS-District K-12,K-12 School,Van Asselt Elementary,8311 Beacon Ave S,98118.0,7243500230,2,GREATER DUWAMISH,47.52915,-122.28904,2000,1.0,3,98357,0,98357,K-12 School,K-12 School,98357.0,None,0.0,None,0.0,88.0,77.80000305,3456131.5,0.0,1927067.0,1529064.0,True,Error - Correct Default Data,94.64
NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,98118.0,7378600265,2,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,Other,25000.0,None,0.0,73.0,234.8999939,4253369.5,0.0,3569337.0,684032.0,False,Compliant,61.21
NonResidential,Other,Hope Place,3802 S Othello St,98118.0,7378600265,2,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,89.0,24.60000038,1950093.0,0.0,67462.0,1882631.0,False,Compliant,100.46
NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,College/University,52611.0,None,0.0,None,0.0,76.0,180.6999969,4116871.5,0.0,2479273.0,1637598.0,False,Compliant,104.26
SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,98125.0,2826049152,5,NORTH,47.70763,-122.29453,2011,1.0,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,None,0.0,96.0,78.69999695,8355988.5,0.0,4789948.0,3566039.0,False,Compliant,222.78
NonResidential,Other,Youth Services Center,1211 E Alder Street,98122.0,2908700085,3,CENTRAL,47.60462,-122.31549,1971,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,None,0.0,89.0,145.6000061,13071700.0,4336524.5,8155002.0,580172.0,False,Compliant,422.39
SPS-District K-12,K-12 School,Greenwood Elementary,144 N.W. 80th St.,98117.0,2919200635,6,NORTHWEST,47.68725,-122.35996,2002,1.0,3,62526,0,62526,K-12 School,K-12 School,62526.0,None,0.0,None,0.0,96.0,70.59999847,1986095.0,0.0,1114389.0,871706.0,True,Error - Correct Default Data,54.07
NonResidential,Other,Jack R. McDonald Building,1900 9th Ave.,98101.0,0660001215,7,DOWNTOWN,47.61598,-122.33448,2004,1.0,11,299070,68432,230638,Other,Other,250000.0,None,0.0,None,0.0,89.0,530.7000122,65336980.0,0.0,30651644.0,498263.0,False,Compliant,2055.82
NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,98108.0,2924049043,2,GREATER DUWAMISH,47.536,-122.31768,2007,1.0,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,165.8000031,3242078.0,0.0,2657382.0,584696.0,False,Compliant,49.58
NonResidential,Retail Store,Northgate Mall,401 Northgate Way,98125.0,2926049025,5,NORTH,47.70759,-122.3255,1951,1.0,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,None,0.0,98.0,118.9000015,27717034.0,0.0,16224529.0,11492503.0,False,Compliant,723.47
NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,98125.0,2926049409,5,NORTH,47.7066,-122.321,1964,1.0,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,None,0.0,None,0.0,89.0,311.0,7265178.0,0.0,3344827.0,3920350.0,False,Compliant,231.53
NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,98125.0,2926049528,5,NORTH,47.70619,-122.32586,1965,1.0,4,124342,0,124342,Retail Store,Retail Store,122000.0,None,0.0,None,0.0,76.0,223.6999969,8765978.0,0.0,8653621.0,112356.0,False,Compliant,66.3
NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,98105.0,2982800005,4,NORTHEAST,47.66231,-122.28146,1953,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,None,0.0,None,0.0,10.0,578.2000122,2121920.0,0.0,1623657.0,498263.0,False,Compliant,37.78
NonResidential,Other,Verity Credit Union,11027 Meridian N #102,98133.0,3026049024,5,NORTHWEST,47.70956,-122.3345,1996,1.0,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,194.1000061,3191228.25,0.0,1859345.0,1331883.0,False,Compliant,83.7
SPS-District K-12,K-12 School,Ballard High,1418 N.W. 65th St.,98117.0,3050700050,6,BALLARD,47.67661,-122.37489,1999,1.0,2,242795,0,242795,K-12 School,K-12 School,242795.0,None,0.0,None,0.0,80.0,107.3000031,9157150.0,0.0,7859464.0,1297685.0,True,Error - Correct Default Data,123.71
NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,98122.0,3225049002,3,EAST,47.61233,-122.3171,1910,1.0,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,None,0.0,None,0.0,76.0,28.79999924,1381590.125,0.0,482635.0,898955.0,False,Compliant,51.11
Campus,University,NSCC MAIN CAMPUS,9600 COLLEGE WAY N,98103.0,3226049021,5,NORTHWEST,47.69936,-122.33401,1970,11.0,2,694072,111625,582447,College/University,College/University,667335.0,None,0.0,None,0.0,76.0,161.1999969,35891484.0,0.0,33450832.0,2440648.0,False,Compliant,362.82
SPS-District K-12,K-12 School,Aki Kurose Middle,3928 S. Graham St.,98118.0,3332501090,2,SOUTHEAST,47.54632,-122.28198,1952,1.0,2,173185,0,173185,K-12 School,K-12 School,173185.0,None,0.0,None,0.0,79.0,58.90000153,6127771.5,0.0,1800727.0,4327044.0,True,Error - Correct Default Data,242.36
SPS-District K-12,K-12 School,Boren Building,5950 Delridge Way S.W.,98106.0,3438501230,1,DELRIDGE,47.54862,-122.36214,1963,1.0,1,145341,0,145341,K-12 School,K-12 School,139069.0,None,0.0,None,0.0,75.0,69.5,5499097.0,0.0,1864967.0,3634130.0,True,Error - Correct Default Data,206.01
NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,98108.0,3466800065,2,GREATER DUWAMISH,47.55152,-122.31869,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,None,0.0,None,0.0,61.0,36.0,2100098.0,0.0,912475.0,1187623.0,False,Compliant,69.44
SPS-District K-12,K-12 School,Rainier Beach High,8815 Seward Park Ave S.,98118.0,3524049149,2,SOUTHEAST,47.52407,-122.26586,1960,1.0,2,184125,0,184125,K-12 School,K-12 School,184125.0,None,0.0,None,0.0,86.0,84.19999695,8800292.0,0.0,2999862.0,5800430.0,True,Error - Correct Default Data,328.97
SPS-District K-12,K-12 School,Whitman Middle,9201 15th Ave. NW.,98117.0,3526039131,6,BALLARD,47.69675,-122.3776,1959,1.0,1,160270,0,160270,K-12 School,K-12 School,160270.0,None,0.0,None,0.0,85.0,0.0,4318917.0,0.0,0.0,4318917.0,False,Missing Data,229.38
NonResidential,Warehouse,8109,4786 First Ave S,98134.0,3573700006,2,GREATER DUWAMISH,47.55901,-122.33328,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,None,0.0,None,0.0,87.0,42.0,6744317.0,0.0,1316817.0,5427500.0,False,Compliant,297.43
NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1966,1.0,1,64984,0,64984,Retail Store,Retail Store,65425.0,None,0.0,None,0.0,72.0,130.6999969,2944296.25,0.0,2613687.0,330609.0,False,Compliant,35.78
NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1965,1.0,1,67745,0,67745,Retail Store,Retail Store,67782.0,None,0.0,None,0.0,37.0,223.8999939,9230223.0,0.0,2624102.0,6606121.0,False,Compliant,369.14
SPS-District K-12,K-12 School,Denny/Sealth Campus,2601 SW Kenyon / 2600 SW Thistle,98126.0,3624039032,1,DELRIDGE,47.52915,-122.36511,2010,1.0,2,367884,0,367884,K-12 School,K-12 School,367884.0,None,0.0,None,0.0,97.0,81.59999847,12265516.0,0.0,8205020.0,4060496.0,False,Compliant,272.85
SPS-District K-12,K-12 School,Roxhill Elementary,9430 30th Ave. S.W.,98126.0,3624039057,1,DELRIDGE,47.51778,-122.37074,1958,1.0,1,46797,0,46797,K-12 School,K-12 School,46797.0,None,0.0,None,0.0,86.0,82.19999695,2075891.0,0.0,797204.0,1278687.0,True,Error - Correct Default Data,73.47
SPS-District K-12,K-12 School,Washington Middle,2101 S. Jackson,98144.0,3646100540,3,CENTRAL,47.59796,-122.30415,1963,1.0,3,136188,0,136188,K-12 School,K-12 School,136188.0,None,0.0,None,0.0,85.0,0.0,3217877.0,0.0,0.0,3217877.0,False,Missing Data,170.9
NonResidential,Other,Webster Building,3014 NW 67th St.,98117.0,3693901110,6,BALLARD,47.67767,-122.39631,1973,1.0,3,56000,0,56000,Other,Other,56000.0,None,0.0,None,0.0,89.0,66.19999695,1851260.5,0.0,844864.0,1006396.0,False,Compliant,59.34
SPS-District K-12,K-12 School,Martin Luther King Jr. Elementary,6725 45th Ave S,98118.0,3812400550,2,SOUTHEAST,47.54174,-122.27691,2004,1.0,2,67371,0,67371,K-12 School,K-12 School,67371.0,None,0.0,None,0.0,92.0,78.0,2128459.0,0.0,1445339.0,683120.0,True,Error - Correct Default Data,46.36
NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,6343 35th Ave SW,98126.0,3874900040,1,SOUTHWEST,47.54508,-122.37737,1969,1.0,2,52088,0,52088,Self-Storage Facility,Self-Storage Facility,52088.0,None,0.0,None,0.0,76.0,48.79999924,1377520.0,0.0,523765.0,853755.0,False,Compliant,48.99
SPS-District K-12,K-12 School,Hamilton International Middle,1610 N. 41st St.,98103.0,4083301505,4,LAKE UNION,47.65708,-122.33803,2010,1.0,3,127776,0,127776,K-12 School,K-12 School,127776.0,None,0.0,None,0.0,75.0,100.0,4748137.0,0.0,3729930.0,1018207.0,True,Error - Correct Default Data,80.08
NonResidential,Hotel,Silver Cloud Inn,1150 Fairview Ave N,98109.0,4088802955,3,LAKE UNION,47.62972,-122.32906,1998,1.0,5,123920,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,79.0,148.1999969,9373179.0,0.0,4079217.0,5293961.0,False,Compliant,309.6
Nonresidential COS,Other,Armory Building,860 Terry Ave N,98109.0,4088803210,3,LAKE UNION,47.62759,-122.33661,1900,1.0,1,50000,0,50000,Museum,Museum,43000.0,None,0.0,None,0.0,89.0,368.8999939,7548807.0,0.0,3797924.0,3750882.0,False,Compliant,225.69
Nonresidential COS,Warehouse,SCL Roy Street Warehouse,802 Roy St,98109.0,4088803530,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1926,1.0,2,50292,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,60.0,25.10000038,430474.0,0.0,430474.0,0.0,False,Compliant,3.0
NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,925 Westlake Ave North,98109.0,4088803586,7,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1998,1.0,7,207656,54341,153315,Hotel,Hotel,141591.0,None,0.0,None,0.0,76.0,164.5,11171988.0,0.0,5530787.0,5641200.0,False,Compliant,338.16
SPS-District K-12,K-12 School,Whittier Elementary,1320 NW 75th St.,98117.0,4240400005,6,BALLARD,47.68359,-122.37308,1999,1.0,2,67235,0,67235,K-12 School,K-12 School,67235.0,None,0.0,None,0.0,89.0,84.30000305,2284134.0,0.0,1564728.0,719406.0,True,Error - Correct Default Data,49.12
Nonresidential COS,Small- and Mid-Sized Office,North Service Center,1300 N 97th ST,98103.0,4310701070,5,NORTHWEST,47.70044,-122.34136,1957,1.0,2,91130,0,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,Parking,11850.0,73.0,262.7000122,9472358.0,0.0,7093984.0,2378373.0,False,Compliant,175.77
SPS-District K-12,K-12 School,Gatewood Elementary,4320 SW Myrtle,98136.0,4315700020,1,SOUTHWEST,47.54025,-122.3885,1991,1.0,3,58118,0,58118,K-12 School,K-12 School,59014.0,None,0.0,None,0.0,97.0,66.09999847,1407277.25,0.0,1158457.0,248820.0,True,Error - Correct Default Data,21.29
NonResidential,Hotel,Hotel Nexus,2140 N. Northgate Way,98133.0,4468400005,5,NORTHWEST,47.70916,-122.33216,1968,1.0,4,64893,0,64893,Hotel,Hotel,64893.0,None,0.0,None,0.0,70.0,184.6999969,6197825.0,0.0,2620548.0,3577277.0,False,Compliant,208.26
SPS-District K-12,K-12 School,Van Asselt Building - Old,7201 Beacon Ave. S.,98108.0,5129000050,2,GREATER DUWAMISH,47.53809,-122.29591,1925,1.0,1,70762,0,70762,K-12 School,K-12 School,70762.0,None,0.0,None,0.0,87.0,68.0,3606416.0,0.0,491106.0,3115310.0,True,Error - Correct Default Data,168.88
NonResidential,Small- and Mid-Sized Office,Washington Park Building,76-80 S washington st,98104.0,5247800030,7,DOWNTOWN,47.60105,-122.33518,1900,1.0,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,78.0,101.3000031,1677002.25,0.0,1317637.0,359365.0,False,Compliant,28.27
NonResidential,Other,CenturyLink,800 Occidental Ave. South,98134.0,7666204876,2,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,None,0.0,89.0,104.6999969,59757440.0,0.0,49439914.0,10317518.0,False,Compliant,892.63
Nonresidential COS,Distribution Center,SCL SSC Building A,3613 4th Ave S,98134.0,7666205660,2,GREATER DUWAMISH,47.57199,-122.32811,1924,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,56.0,156.3000031,9436408.0,0.0,8772104.0,664302.0,False,Compliant,96.43
Nonresidential COS,Warehouse,SCL SSC Building B,3613 4th Ave S,98134.0,7666205660,2,GREATER DUWAMISH,47.57199,-122.32811,1965,1.0,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,60.0,175.3999939,3928695.25,0.0,3928695.0,0.0,False,Compliant,27.39
NonResidential,Other,Safeco Field,1250 First Avenue South,98134.0,7666206483,2,GREATER DUWAMISH,47.59085,-122.33354,1999,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,None,0.0,None,0.0,89.0,125.0999985,58761304.0,0.0,40622381.0,18138920.0,False,Compliant,1246.55
